wages,education,age,sex,language
23.1,18.0,34,Male,English
19.2,20.0,42,Female,English
14.0,12.0,36,Male,English
,17.0,71,Female,English
18.64,12.5,50,Female,English
,18.0,25,Male,English
,,36,Female,English
25.0,12.0,40,Male,English
16.25,9.0,35,Male,French
18.12,15.0,35,Female,English
,8.0,66,Male,English
,7.0,76,Female,Other
25.34,16.0,31,Male,English
14.85,12.0,39,Female,English
,14.0,32,Male,Other
,13.4,31,Male,English
,,57,Male,
,12.0,37,Male,English
14.63,18.0,63,Male,English
9.0,14.0,21,Male,English
6.5,15.5,20,Female,English
,14.0,34,Male,English
6.75,13.7,18,Female,Other
,13.0,41,Male,Other
,5.0,75,Male,Other
,13.0,21,Female,English
11.17,14.0,32,Female,English
6.5,10.0,17,Female,English
,3.0,81,Female,French
,14.0,48,Male,English
42.88,20.0,41,Female,English
,12.5,68,Female,English
16.3,12.0,39,Male,English
24.69,,49,Male,English
18.2,12.0,35,Male,English
,11.9,23,Female,English
15.33,20.0,26,Male,English
,8.0,75,Male,English
21.88,12.5,38,Female,English
,5.0,73,Female,Other
21.5,11.0,42,Female,English
17.01,12.0,44,Female,English
14.51,14.0,35,Female,English
,10.0,70,Female,English
,4.0,71,Male,Other
,12.0,65,Female,Other
7.0,,16,Male,
22.4,12.3,35,Male,English
,10.0,34,Female,English
11.86,16.0,23,Female,English
,14.0,39,Male,English
7.5,12.0,25,Female,English
20.0,16.0,35,Female,Other
10.08,11.0,28,Female,French
,11.0,67,Male,English
,12.0,50,Male,English
,12.0,40,Female,English
,10.7,37,Female,French
10.0,13.0,48,Female,Other
,12.0,51,Male,English
,9.0,74,Male,English
,11.0,62,Female,English
18.02,14.0,45,Male,English
,15.0,18,Female,English
16.58,12.0,34,Female,English
7.18,11.0,17,Male,English
14.95,10.5,54,Male,Other
,12.0,66,Female,French
19.18,18.0,30,Male,English
,,16,Female,
8.0,12.1,20,Male,English
17.72,12.0,32,Female,English
,9.0,16,Male,Other
,17.0,42,Male,English
11.44,12.0,20,Male,English
,14.0,63,Female,Other
,9.0,68,Male,Other
7.0,13.0,50,Female,English
21.94,20.0,56,Female,Other
8.14,8.0,28,Male,Other
12.0,13.5,39,Female,English
23.5,16.0,25,Male,English
,12.0,79,Female,Other
,10.5,63,Female,English
,8.0,45,Male,English
11.85,11.3,23,Male,English
24.4,18.0,45,Male,English
14.61,12.0,44,Female,English
8.65,12.1,27,Female,English
13.82,11.0,40,Female,English
10.96,10.5,41,Female,Other
9.5,9.0,24,Female,English
16.53,12.5,45,Female,French
11.11,12.0,37,Male,English
,10.0,87,Female,English
24.93,16.0,49,Female,Other
26.4,15.0,38,Male,English
32.91,14.0,35,Male,English
,10.0,61,Female,English
7.35,10.0,52,Female,English
,7.0,70,Female,Other
,,86,Female,English
11.5,11.0,29,Female,English
15.0,18.0,22,Female,English
22.65,8.0,52,Male,French
,13.0,39,Male,English
28.8,14.0,57,Male,English
6.89,16.1,40,Female,English
15.83,17.0,25,Male,English
12.0,,44,Female,
24.54,8.2,58,Male,Other
22.02,13.5,34,Female,English
22.02,12.0,61,Male,English
9.0,14.0,48,Male,English
9.85,12.0,35,Male,English
9.06,12.0,18,Female,English
13.33,12.0,28,Male,English
,9.0,64,Female,English
23.04,13.0,30,Male,English
9.49,13.0,20,Male,English
24.0,17.0,60,Female,English
,10.0,76,Male,English
,11.0,45,Male,French
,12.0,31,Female,Other
35.66,17.0,52,Male,English
,8.0,73,Male,French
,12.0,51,Male,English
,14.0,66,Female,Other
,8.0,63,Male,English
,,42,Male,English
12.0,16.5,23,Female,French
,8.0,52,Female,Other
16.8,8.0,56,Male,Other
7.1,11.0,17,Female,English
,14.0,51,Female,Other
,14.0,50,Male,Other
,,17,Male,English
6.05,15.5,22,Female,English
12.0,10.0,32,Female,English
38.4,15.0,42,Female,English
24.59,14.1,41,Female,French
,10.0,77,Female,English
,16.0,32,Male,English
,,68,Female,English
,9.0,87,Female,Other
,11.0,54,Female,English
24.44,13.3,37,Female,English
10.84,16.6,22,Male,English
12.5,11.5,23,Male,English
,7.0,63,Female,English
,17.0,38,Female,English
16.46,12.0,58,Female,English
18.24,14.0,44,Male,English
,13.5,27,Female,Other
12.53,12.0,43,Female,English
7.67,8.0,60,Female,English
,17.0,61,Female,English
,20.0,53,Male,French
13.2,12.0,61,Female,Other
,5.0,57,Male,Other
15.36,,28,Female,English
10.24,10.0,63,Female,English
21.0,13.0,49,Male,English
,10.0,16,Male,English
,13.0,46,Male,Other
8.7,10.6,29,Female,English
17.23,12.5,52,Female,French
,13.0,67,Female,English
7.75,13.6,20,Male,English
,7.0,47,Female,English
24.06,17.0,40,Male,English
7.62,12.1,18,Female,English
6.7,11.0,17,Male,English
,8.0,60,Female,English
30.17,15.0,41,Male,English
,15.0,41,Female,French
29.6,14.0,32,Male,
3.82,11.0,17,Male,English
,12.0,26,Female,English
7.63,11.0,17,Female,English
,12.0,17,Male,English
42.61,16.0,41,Male,English
,9.0,59,Male,English
16.79,12.0,34,Female,English
6.2,10.0,16,Female,English
,15.0,44,Male,Other
,12.0,74,Female,English
,8.0,68,Male,English
7.0,16.0,23,Female,English
17.4,10.0,47,Female,English
7.0,12.0,18,Female,English
,15.0,77,Female,English
8.5,12.0,31,Female,English
22.66,16.0,26,Male,English
10.0,10.0,35,Male,English
18.68,13.0,40,Female,English
23.04,13.0,43,Male,English
6.7,14.6,47,Female,English
9.61,10.1,23,Female,English
,10.0,59,Male,English
,16.0,61,Male,Other
,13.0,65,Female,English
,12.0,18,Female,English
11.64,14.0,20,Female,English
27.84,,33,Male,English
,7.0,57,Male,French
,12.0,60,Male,English
26.0,18.0,33,Male,English
,5.0,61,Female,Other
15.0,12.0,39,Female,English
29.95,20.0,56,Male,Other
6.7,9.4,17,Female,English
,6.0,79,Female,English
6.8,15.0,26,Male,English
,4.0,60,Female,Other
,11.5,79,Female,English
,13.0,64,Female,English
,10.0,74,Female,English
15.3,14.0,26,Female,French
,11.0,52,Female,English
8.0,11.0,44,Female,English
10.0,8.0,44,Female,English
6.42,14.0,20,Female,English
30.31,17.5,43,Male,French
12.0,10.0,43,Female,Other
,11.0,80,Female,English
,5.0,63,Male,English
,9.0,32,Female,English
,12.5,42,Female,Other
,12.0,75,Female,English
18.0,12.0,31,Female,Other
13.0,12.0,33,Male,English
7.0,12.0,26,Male,English
6.65,11.0,18,Female,English
,11.0,67,Female,English
,8.0,84,Female,English
17.41,16.0,38,Female,English
10.16,15.0,35,Female,English
21.66,13.2,28,Male,Other
9.85,16.0,39,Female,English
,9.0,82,Female,English
,8.0,37,Female,Other
13.45,10.0,44,Female,French
14.53,12.0,28,Male,English
,9.0,70,Female,French
17.66,14.0,50,Female,English
26.4,15.0,38,Female,English
6.42,13.3,19,Female,French
,12.0,17,Female,English
24.96,12.0,42,Male,English
23.04,12.0,52,Male,English
13.92,12.0,56,Female,English
13.75,10.0,48,Male,Other
,12.0,22,Male,English
,14.0,65,Female,English
,11.0,40,Female,Other
,10.0,70,Female,English
,9.0,67,Female,English
,9.0,51,Female,English
12.15,13.0,46,Female,English
,8.0,45,Female,English
,15.0,78,Female,English
,12.0,19,Male,English
,9.0,67,Female,English
8.37,11.0,22,Female,English
21.6,15.8,40,Male,English
16.1,13.0,29,Male,English
,9.0,58,Female,Other
35.09,4.0,51,Male,Other
,11.0,62,Male,English
,13.0,78,Female,English
28.8,16.0,36,Female,Other
,15.0,85,Female,English
38.4,17.0,37,Female,English
,9.0,75,Female,English
17.33,15.0,55,Female,Other
7.7,16.0,21,Male,English
18.02,10.0,40,Male,English
32.03,15.0,41,Female,English
,8.0,77,Male,English
,13.0,19,Female,Other
,12.5,25,Female,English
6.59,13.0,19,Female,English
11.2,16.0,32,Male,English
,15.0,25,Female,English
14.8,15.7,42,Female,Other
14.0,11.0,62,Female,English
,12.5,73,Female,English
,12.0,68,Male,English
23.34,13.0,44,Male,English
10.0,,58,Male,Other
,10.0,47,Female,English
,7.0,61,Female,English
,20.0,79,Female,English
8.87,14.5,51,Male,English
21.67,14.0,27,Male,English
14.27,12.0,50,Female,English
,9.0,57,Male,English
,12.0,35,Female,English
,,16,Male,
18.02,14.2,34,Female,English
,8.0,48,Female,English
,12.0,33,Male,Other
,13.0,60,Female,English
,13.0,75,Female,English
,3.0,19,Male,English
,7.0,49,Female,English
,17.6,31,Male,English
,13.0,76,Male,English
,12.0,70,Female,English
,12.0,21,Female,Other
5.92,10.0,55,Female,English
12.66,12.5,50,Male,English
,0.0,81,Female,English
,12.0,31,Female,Other
,16.0,55,Male,English
,10.0,68,Male,English
,11.0,69,Male,English
7.25,0.0,43,Female,Other
,11.0,57,Female,English
,11.0,63,Female,English
13.75,13.3,35,Female,English
,9.0,47,Female,English
10.78,11.0,46,Male,English
,11.5,40,Female,English
19.0,10.5,40,Male,English
12.0,13.0,51,Female,English
18.24,20.0,36,Male,English
,12.0,39,Female,Other
,15.0,22,Male,English
,11.0,17,Male,English
10.0,9.0,20,Male,Other
24.0,14.0,32,Male,English
9.79,14.0,23,Female,English
,12.0,80,Female,Other
,10.0,73,Male,English
,8.0,72,Female,Other
30.08,13.5,51,Female,English
23.97,12.0,55,Male,English
,11.0,69,Male,English
12.0,16.0,49,Male,English
15.75,17.0,33,Male,English
9.0,11.0,35,Male,English
,12.0,36,Female,Other
14.4,10.0,32,Male,English
,12.0,83,Male,English
19.0,10.0,61,Male,English
,10.0,58,Male,English
18.02,17.3,27,Female,English
7.5,10.5,51,Female,English
11.86,12.5,29,Male,Other
,14.0,81,Female,English
9.86,14.5,23,Male,English
,12.0,51,Male,English
18.39,9.0,56,Male,English
6.66,17.0,25,Female,English
26.78,17.0,36,Female,English
14.09,16.3,26,Female,English
,2.0,74,Female,Other
24.7,14.3,35,Male,English
,13.0,51,Male,English
,16.0,49,Male,English
28.8,16.0,61,Male,English
6.85,10.0,16,Male,English
27.84,17.0,37,Female,English
,9.0,78,Female,English
15.12,15.0,28,Female,English
,11.0,62,Male,English
6.5,,17,Male,
,10.0,52,Female,French
,12.0,34,Male,English
27.67,13.5,47,Female,English
,15.0,37,Female,Other
,8.5,70,Male,English
16.78,12.5,27,Male,English
9.33,9.0,39,Male,English
,13.0,69,Female,English
10.0,10.0,40,Male,French
,,49,Female,
12.86,12.0,54,Female,English
14.0,12.0,57,Female,English
,11.0,71,Female,English
,7.0,68,Female,English
9.19,12.0,38,Female,English
20.16,12.6,38,Female,English
25.95,19.0,60,Female,Other
7.5,13.0,20,Male,English
31.68,17.0,54,Male,Other
,8.0,60,Male,English
15.0,16.0,26,Female,English
,13.0,71,Female,English
13.37,,49,Male,Other
20.53,8.0,48,Female,English
17.4,12.0,36,Male,Other
39.5,20.0,48,Male,English
17.99,11.0,43,Female,English
,15.0,69,Female,Other
,10.0,66,Female,English
13.71,12.0,48,Female,English
12.8,10.4,27,Female,English
16.97,14.0,35,Female,English
21.78,16.0,38,Female,English
19.2,19.3,28,Female,Other
,8.0,61,Male,English
29.24,17.0,27,Male,English
13.44,10.0,54,Male,English
21.39,16.0,39,Male,English
31.1,10.0,36,Male,English
,12.0,55,Female,French
18.94,,38,Female,English
,10.5,86,Female,English
40.8,16.5,50,Male,English
8.12,18.1,25,Female,French
,15.5,24,Male,English
,13.0,21,Female,English
5.98,14.5,22,Female,English
12.93,10.0,54,Female,English
,14.0,19,Female,English
,14.0,33,Male,Other
19.26,8.0,25,Male,English
9.46,12.0,17,Female,English
,8.0,48,Female,English
,,27,Female,English
,12.0,29,Male,English
,8.5,72,Male,Other
5.5,13.0,19,Female,English
16.69,15.0,50,Male,French
24.17,9.0,44,Male,English
,18.0,39,Female,French
7.0,12.0,18,Male,English
21.93,17.0,51,Male,English
12.42,17.1,32,Male,English
,16.0,72,Female,English
,11.0,70,Female,English
12.0,10.0,36,Female,French
,8.0,68,Female,Other
18.24,12.5,40,Male,English
,,93,Female,Other
,9.0,71,Male,
6.7,14.0,20,Female,French
3.13,20.0,60,Male,French
22.47,12.0,39,Male,English
6.0,10.0,17,Male,English
37.46,,49,Male,English
12.0,11.0,19,Male,English
,14.0,44,Male,French
14.66,12.6,30,Male,French
,12.0,40,Female,English
,,62,Male,
11.17,11.0,26,Male,English
3.83,11.8,17,Male,English
11.0,3.0,60,Female,Other
,10.0,16,Female,English
14.0,7.3,34,Male,English
10.3,10.0,58,Male,English
,14.1,23,Female,English
6.98,15.5,21,Female,English
10.34,9.5,48,Female,English
23.2,20.0,26,Male,Other
,16.0,29,Female,English
5.83,12.0,35,Female,English
6.7,12.0,30,Female,English
13.06,12.0,38,Male,English
25.0,10.0,38,Male,French
24.94,16.0,38,Female,English
,15.0,21,Female,English
6.92,17.0,22,Female,English
,10.0,16,Female,English
24.36,5.0,61,Female,Other
9.71,17.9,29,Female,English
10.0,9.8,27,Male,Other
,8.0,72,Female,Other
6.7,14.6,35,Male,French
10.51,12.5,46,Female,English
8.0,12.5,37,Female,English
,13.8,47,Female,English
25.92,20.0,53,Male,Other
,9.0,45,Female,English
7.53,12.0,21,Male,English
,14.0,22,Male,English
9.0,7.0,33,Female,Other
7.56,13.5,24,Female,English
,12.0,67,Female,
7.0,8.0,47,Male,English
18.95,17.0,27,Male,English
16.38,13.0,42,Female,English
29.67,17.5,32,Male,English
,13.0,52,Female,French
22.5,18.0,35,Male,English
8.01,11.0,18,Female,English
9.16,13.0,28,Female,English
,10.0,54,Male,English
17.5,13.0,39,Male,English
,7.0,82,Male,Other
,,79,Male,English
,8.0,22,Female,English
,13.0,19,Male,English
,11.0,70,Male,Other
10.45,,57,Female,
,12.0,46,Female,Other
7.0,18.8,27,Male,English
25.03,19.0,55,Male,English
10.81,12.0,46,Male,English
17.06,10.5,45,Female,English
17.59,14.0,44,Female,English
17.52,12.0,31,Male,English
10.5,7.0,23,Male,Other
19.25,12.0,62,Female,English
,9.0,64,Male,English
8.6,9.0,53,Female,English
,11.5,35,Female,English
19.83,9.0,44,Male,French
10.0,8.0,54,Male,English
6.7,13.5,45,Female,English
6.78,12.0,27,Male,English
13.0,11.0,38,Male,French
14.5,13.3,31,Female,English
25.0,16.0,28,Male,English
22.0,18.0,36,Female,English
8.23,15.0,22,Male,English
,10.0,16,Female,English
8.79,12.5,42,Female,Other
32.16,12.0,38,Male,English
23.26,20.0,36,Female,English
5.33,16.0,49,Female,English
,17.0,69,Female,English
23.76,14.0,50,Male,English
9.23,,40,Female,Other
10.92,15.0,35,Female,English
,10.0,52,Male,Other
,10.0,69,Female,English
23.76,13.0,25,Male,English
,12.0,69,Female,English
,11.0,17,Male,English
,6.0,88,Male,English
13.21,9.0,27,Male,English
15.1,10.5,47,Male,English
,8.0,66,Female,Other
27.14,18.0,47,Male,English
23.16,17.5,44,Male,English
23.07,13.0,39,Male,English
10.08,13.0,37,Female,English
,12.0,28,Female,English
,13.0,56,Male,English
19.2,19.5,30,Male,English
,12.0,65,Female,Other
13.49,8.0,57,Female,Other
15.87,12.0,29,Female,English
7.87,2.0,35,Female,Other
,11.5,40,Female,English
,11.0,17,Male,English
15.56,13.0,35,Male,Other
10.72,,26,Female,English
,13.5,47,Female,Other
8.0,10.5,42,Female,English
23.63,12.0,62,Male,Other
41.28,20.0,59,Male,English
19.72,15.2,34,Female,English
,13.0,53,Male,English
8.5,12.5,32,Female,English
18.9,16.0,50,Female,English
11.0,11.0,52,Female,English
,11.0,16,Male,English
16.39,10.0,58,Male,French
,14.0,29,Male,English
,12.0,49,Female,
14.04,12.0,41,Female,English
,18.0,69,Male,English
16.0,11.5,39,Male,English
10.11,15.1,37,Female,English
16.78,13.0,45,Male,English
11.95,12.5,36,Female,English
,8.0,70,Male,English
17.97,16.0,29,Female,English
,9.5,66,Female,English
17.21,16.0,26,Female,English
,12.5,34,Female,English
,,16,Male,English
14.73,17.8,41,Female,English
,9.0,86,Female,English
10.62,8.0,65,Male,English
25.03,20.0,60,Male,French
30.24,15.0,51,Male,English
,17.5,32,Male,English
,15.0,32,Male,English
,9.0,16,Female,English
11.43,13.5,42,Female,English
,14.0,74,Female,English
10.0,9.0,50,Female,English
14.0,12.0,24,Male,English
21.73,16.0,35,Male,Other
,12.0,35,Male,English
,15.0,27,Male,English
27.36,19.0,41,Male,English
,11.0,67,Female,English
28.16,15.0,34,Female,English
,13.0,18,Female,English
18.0,9.0,45,Male,English
,16.0,46,Female,English
,13.0,72,Male,English
,15.0,30,Female,English
,13.0,78,Female,English
8.0,18.0,21,Male,English
16.0,13.0,51,Male,English
7.92,14.5,21,Female,English
15.33,12.0,32,Female,English
10.0,11.0,26,Male,French
,10.0,32,Female,Other
10.63,17.0,23,Female,English
13.1,19.0,27,Male,English
7.65,11.0,32,Female,English
10.2,11.0,26,Male,English
,10.0,43,Female,English
,11.0,67,Female,English
12.5,11.5,29,Male,English
,7.0,56,Male,Other
,16.0,60,Male,Other
6.87,12.9,20,Male,English
9.1,3.0,50,Female,Other
9.89,9.0,47,Male,English
11.0,11.0,50,Male,English
,13.0,70,Female,English
15.36,12.5,38,Female,English
5.28,15.0,21,Female,English
19.2,15.0,32,Male,English
8.75,11.0,20,Male,Other
,12.0,19,Female,English
11.03,14.5,21,Female,English
,13.5,41,Male,English
25.44,16.0,40,Male,English
7.5,18.5,25,Male,French
15.81,10.0,40,Female,English
12.11,8.0,62,Male,English
,10.0,75,Female,English
,10.0,64,Female,English
,8.0,64,Male,Other
,12.0,54,Male,French
19.58,,40,Male,Other
,13.0,75,Male,Other
9.1,15.6,25,Female,English
6.7,12.0,22,Female,English
,11.0,87,Female,French
,8.0,39,Male,Other
15.0,15.0,23,Male,English
,14.0,66,Male,English
,15.0,69,Female,English
9.33,10.0,51,Female,English
,8.0,63,Female,English
8.73,12.0,29,Male,English
6.31,11.0,61,Female,English
,12.0,18,Male,English
16.58,15.5,37,Male,English
,8.0,84,Male,English
,15.0,72,Male,English
11.0,8.0,57,Male,English
6.7,17.0,22,Male,English
,18.0,59,Male,English
,16.0,25,Female,English
,11.0,77,Male,Other
,10.0,37,Female,English
19.69,18.0,28,Female,English
8.0,15.0,22,Female,English
9.94,12.8,30,Female,English
,18.5,29,Female,English
10.0,14.0,33,Female,English
,14.0,70,Female,English
13.24,10.5,42,Female,English
,13.0,41,Female,English
31.2,17.0,44,Female,English
11.09,10.0,54,Male,English
10.85,12.0,37,Female,Other
23.53,16.9,45,Female,English
10.28,12.0,31,Female,English
15.87,10.0,56,Female,English
,12.0,45,Female,English
20.48,13.0,42,Male,English
9.72,15.0,30,Female,English
14.0,12.5,36,Female,English
,10.0,59,Male,Other
8.0,15.5,23,Female,English
,14.5,34,Female,English
21.34,15.0,39,Female,English
,8.0,85,Female,English
,10.0,17,Male,English
27.84,12.0,38,Male,English
30.72,20.0,51,Male,French
22.19,12.0,55,Male,English
11.0,12.0,32,Male,English
6.75,11.0,17,Female,English
,16.0,45,Male,English
13.0,11.5,31,Male,French
6.12,9.0,16,Female,French
18.0,15.0,25,Male,English
17.62,10.0,36,Female,English
,10.0,57,Male,Other
17.44,8.0,37,Female,Other
,17.4,35,Male,English
,10.1,51,Female,English
,8.0,76,Male,English
,9.0,74,Female,Other
,5.0,68,Male,Other
35.11,14.0,61,Female,English
40.32,16.0,48,Male,French
,10.0,26,Female,English
,13.0,58,Female,English
14.5,10.0,39,Male,English
14.13,13.0,52,Female,English
,14.0,45,Female,English
7.52,15.0,31,Female,English
,6.0,80,Male,Other
,13.0,30,Male,English
7.1,13.6,35,Female,English
13.41,13.0,33,Female,English
6.75,13.0,20,Female,English
6.33,14.0,31,Female,English
,9.0,63,Female,English
19.05,17.0,33,Female,English
,9.0,77,Female,English
15.02,17.2,29,Female,English
8.34,13.0,23,Male,French
,14.0,19,Male,English
,13.0,62,Female,English
,12.0,45,Female,English
18.92,11.0,38,Male,English
,10.5,69,Female,English
20.95,11.0,49,Male,Other
,12.0,55,Male,English
27.98,17.7,38,Female,English
9.38,14.4,23,Male,Other
,18.0,67,Male,English
,14.0,22,Male,English
36.25,8.0,57,Female,English
,,17,Male,
,20.0,64,Female,English
,13.5,36,Female,English
,10.5,39,Male,French
6.7,,23,Female,English
6.55,12.0,18,Female,French
,16.5,59,Female,English
10.93,12.5,57,Female,English
13.0,19.0,29,Male,English
,12.0,77,Female,English
,17.0,38,Female,English
28.35,12.0,44,Male,Other
,12.0,69,Male,English
10.08,13.3,27,Female,English
,19.0,46,Male,English
,12.0,75,Female,English
21.33,10.0,48,Male,English
17.0,13.4,34,Female,English
21.01,20.0,31,Female,English
22.86,10.0,35,Male,English
16.8,12.0,39,Male,Other
12.5,17.0,35,Female,English
17.6,17.0,38,Male,English
,10.5,42,Male,English
15.45,16.0,55,Female,English
9.6,,35,Female,English
9.18,13.0,20,Female,English
11.11,12.1,26,Male,English
12.0,12.0,47,Male,French
,12.0,58,Female,English
18.78,16.0,30,Male,English
,17.0,48,Male,Other
,18.0,32,Female,French
18.0,,55,Female,Other
,12.0,36,Female,English
,16.0,31,Male,English
,15.5,37,Female,English
10.38,20.0,26,Female,English
,15.5,55,Male,English
13.0,14.0,44,Female,Other
16.7,16.5,41,Male,English
,9.0,69,Male,English
40.43,9.1,34,Male,English
9.04,8.0,26,Female,English
,17.0,52,Male,Other
8.33,19.0,22,Female,English
,10.0,63,Male,English
,12.0,35,Female,French
,11.0,17,Male,English
6.79,14.3,19,Female,English
6.7,10.5,23,Male,English
,16.5,47,Male,English
10.22,,23,Female,English
,10.5,79,Female,English
,12.0,18,Female,English
7.18,11.6,20,Male,English
16.0,12.5,38,Female,English
,8.0,72,Female,English
24.7,14.0,58,Male,Other
10.4,10.0,45,Female,English
,9.0,69,Female,English
18.0,10.0,47,Female,English
,9.0,29,Female,English
,11.0,65,Male,English
12.0,,21,Female,English
,12.5,75,Male,English
,13.0,48,Female,English
,8.0,86,Female,English
,16.5,45,Male,English
