nuclide,z,n,element,radius,radius_uncert,abundance,abundance_uncert,is_stable,half_life,half_life_uncert,isospin,decay_1,decay_1_pct,decay_1_pct_uncert,decay_2,decay_2_pct,decay_2_pct_uncert,decay_3,decay_3_pct,decay_3_pct_uncert,magnetic_dipole,magnetic_dipole_uncert,electric_quadrupole,electric_quadrupole_uncert,atomic_mass,atomic_mass_uncert,mass_excess,mass_excess_uncert
^{170}_{68}Er102,68,102,Er,5.2789,0.0041,0.1491,0.00035999999999999997,true,,,,,,,,,,,,,,,,,169935471.933,1.488,-60107.514,1.387
^{171}_{68}Er103,68,103,Er,,,,,false,27057.6,7.2,,B-,1.0,,,,,,,,0.657,0.01,2.86,0.09,170938037.372,1.511,-57717.822,1.408
^{172}_{68}Er104,68,104,Er,,,,,false,177480.0,1800.0,,B-,1.0,,,,,,,,,,,,171939363.461,4.253,-56482.578,3.962
^{173}_{68}Er105,68,105,Er,,,,,false,84.0,6.0,,B-,1.0,,,,,,,,,,,,172942400.0,210.0,-53654.0,196.0
^{174}_{68}Er106,68,106,Er,,,,,false,192.0,12.0,,B-,1.0,,,,,,,,,,,,173944230.0,320.0,-51949.0,298.0
^{175}_{68}Er107,68,107,Er,,,,,false,72.0,18.0,,B-,1.0,,,,,,,,,,,,174947770.0,430.0,-48652.0,401.0
^{176}_{68}Er108,68,108,Er,,,,,false,1.6e-7,,,B-,,,,,,,,,,,,,175949940.0,430.0,-46631.0,401.0
^{177}_{68}Er109,68,109,Er,,,,,false,,,,B-,1.0,,,,,,,,,,,,176953990.0,540.0,-42858.0,503.0
^{178}_{68}Er110,68,110,Er,,,,,false,1.6e-7,,,B-,,,,,,,,,,,,,177956779.0,640.0,-40260.0,596.0
^{179}_{68}Er111,68,111,Er,,,,,false,,,,B-,1.0,,,,,,,,,,,,178961267.0,537.0,-36080.0,500.0
^{180}_{68}Er112,68,112,Er,,,,,false,,,,B-,1.0,,B-N,,,,,,,,,,179964380.0,537.0,-33180.0,500.0
^{144}_{69}Tm75,69,75,Tm,,,,,false,1.9e-6,8.5e-7,,P,0.0,,,,,,,,,,,,143976211.0,429.0,-22159.0,400.0
^{145}_{69}Tm76,69,76,Tm,,,,,false,3.17e-6,2e-7,,P,1.0,,,,,,,,,,,,144970389.0,210.0,-27583.0,196.0
^{146}_{69}Tm77,69,77,Tm,,,,,false,0.068,0.003,,P,,,EC+B+,,,,,,,,,,145966661.0,215.0,-31055.0,200.0
^{147}_{69}Tm78,69,78,Tm,,,,,false,0.58,0.03,,EC+B+,0.85,0.05,P,0.15,0.05,,,,,,,,146961379.887,7.341,-35974.407,6.839
^{148}_{69}Tm79,69,79,Tm,,,,,false,0.7,0.2,,EC+B+,1.0,,,,,,,,,,,,147958384.026,11.0,-38765.034,10.246
^{149}_{69}Tm80,69,80,Tm,,,,,false,0.9,0.2,,EC+B+,1.0,,ECP,0.002,,,,,,,,,148952828.0,215.0,-43940.0,200.0
^{150}_{69}Tm81,69,81,Tm,,,,,false,2.2,0.06,,EC+B+,1.0,,ECP,0.012,,,,,,,,,149950090.0,210.0,-46491.0,196.0
^{151}_{69}Tm82,69,82,Tm,,,,,false,4.17,0.11,,EC+B+,1.0,,,,,,,,,,,,150945494.433,20.799,-50771.613,19.375
^{152}_{69}Tm83,69,83,Tm,,,,,false,8.0,1.0,,EC+B+,1.0,,,,,,,,,,,,151944476.0,58.0,-51720.279,54.027
^{153}_{69}Tm84,69,84,Tm,5.0643,0.019,,,false,1.48,0.01,,A,0.91,0.03,EC+B+,0.09,0.03,,,,6.93,0.11,0.5,1.0,152942058.023,12.86,-53972.61,11.979
^{154}_{69}Tm85,69,85,Tm,5.0755,0.0166,,,false,8.1,0.3,,A,0.54,0.05,EC+B+,0.46,0.05,,,,-1.14,0.02,0.4,0.9,153941570.062,15.471,-54427.142,14.412
^{155}_{69}Tm86,69,86,Tm,,,,,false,21.6,0.2,,EC+B+,0.9917,0.0017000000000000001,A,0.0083,0.0017000000000000001,,,,,,,,154939209.576,10.651,-56625.921,9.921
^{156}_{69}Tm87,69,87,Tm,5.0976,0.0135,,,false,83.8,1.8,,EC+B+,0.99936,0.0001,A,0.00064,0.0001,,,,0.4,0.03,-0.48,0.11,155938985.746,15.328,-56834.417,14.279
^{157}_{69}Tm88,69,88,Tm,5.114,0.0074,,,false,217.8,5.4,,EC+B+,1.0,,,,,,,,0.476,0.015,,,156936973.0,30.0,-58709.279,27.945
^{158}_{69}Tm89,69,89,Tm,5.1235,0.0069,,,false,238.8,3.6,,EC+B+,1.0,,,,,,,,0.04,0.02,0.74,0.11,157936979.525,27.074,-58703.2,25.219
^{159}_{69}Tm90,69,90,Tm,5.1392,0.006,,,false,547.8,9.6,,EC+B+,1.0,,,,,,,,3.42,0.03,1.93,0.07,158934975.0,30.0,-60570.404,27.945
^{160}_{69}Tm91,69,91,Tm,5.1504,0.0055,,,false,564.0,18.0,,EC+B+,1.0,,,,,,,,0.16,0.02,0.58,0.04,159935264.177,35.089,-60301.037,32.686
^{161}_{69}Tm92,69,92,Tm,5.1616,0.005,,,false,1812.0,48.0,,EC+B+,1.0,,,,,,,,2.4,0.02,2.9,0.07,160933549.0,30.0,-61898.715,27.945
^{162}_{69}Tm93,69,93,Tm,5.1713,0.0048,,,false,1302.0,11.4,,EC+B+,1.0,,,,,,,,0.068,0.008,0.69,0.03,161934001.211,27.974,-61477.482,26.058
^{163}_{69}Tm94,69,94,Tm,5.1849,0.0042,,,false,6516.0,18.0,,EC+B+,1.0,,,,,,,,-0.082,0.001,,,162932658.282,5.92,-62728.413,5.515
^{164}_{69}Tm95,69,95,Tm,5.1906,0.0042,,,false,117.0,6.0,,EC+B+,1.0,,B+,0.39,0.01,,,,2.37,0.03,0.71,0.05,163933538.019,26.845,-61908.943,25.006
^{165}_{69}Tm96,69,96,Tm,5.2004,0.0038,,,false,108216.0,108.0,,EC+B+,1.0,,,,,,,,-0.139,0.002,,,164932441.843,1.779,-62930.024,1.658
^{166}_{69}Tm97,69,97,Tm,5.2046,0.0038,,,false,27720.0,108.0,,EC+B+,1.0,,,,,,,,0.0926,0.0007,2.14,0.03,165933562.136,12.401,-61886.478,11.552
^{167}_{69}Tm98,69,98,Tm,5.2129,0.0036,,,false,799200.0,1728.0,,EC,1.0,,,,,,,,-0.197,0.002,,,166932857.206,1.35,-62543.117,1.258
^{168}_{69}Tm99,69,99,Tm,5.217,0.0036,,,false,8043840.0,17280.0,,EC+B+,0.9998999999999999,0.00007000000000000001,B-,0.0001,0.00007000000000000001,,,,0.227,0.011,3.23,0.07,167934178.457,1.8,-61312.379,1.677
^{169}_{69}Tm100,69,100,Tm,5.2256,0.0035,1.0,,true,,,,,,,,,,,,,-0.231,0.0015,-1.2,0.1,168934218.956,0.792,-61274.654,0.738
^{170}_{69}Tm101,69,101,Tm,5.2303,0.0036,,,false,11111040.0,25920.0,,B-,0.99869,0.0001,EC,0.00131,0.0001,,,,0.247,0.004,0.74,0.02,169935807.093,0.785,-59795.314,0.732
^{171}_{69}Tm102,69,102,Tm,5.2388,0.0037,,,false,60589297.8712166,315569.25974592,,B-,1.0,,,,,,,,-0.23,0.004,,,170936435.162,1.043,-59210.271,0.972
^{172}_{69}Tm103,69,103,Tm,5.2411,0.0052,,,false,228960.0,1080.0,,B-,1.0,,,,,,,,,,,,171938406.959,5.884,-57373.554,5.481
^{173}_{69}Tm104,69,104,Tm,,,,,false,29664.0,288.0,,B-,1.0,,,,,,,,,,,,172939606.63,4.723,-56256.067,4.4
^{174}_{69}Tm105,69,105,Tm,,,,,false,324.0,6.0,,B-,1.0,,,,,,,,,,,,173942174.061,48.01,-53864.521,44.721
^{175}_{69}Tm106,69,106,Tm,,,,,false,912.0,30.0,,B-,1.0,,,,,,,,,,,,174943842.31,53.677,-52310.556,50.0
^{176}_{69}Tm107,69,107,Tm,,,,,false,111.0,1.8,,B-,1.0,,,,,,,,,,,,175946997.707,107.354,-49371.322,100.0
^{177}_{69}Tm108,69,108,Tm,,,,,false,95.0,7.0,,B-,1.0,,,,,,,,,,,,176948932.0,215.0,-47570.0,200.0
^{178}_{69}Tm109,69,109,Tm,,,,,false,3e-7,,,B-,,,,,,,,,,,,,177952506.0,322.0,-44240.0,300.0
^{179}_{69}Tm110,69,110,Tm,,,,,false,1.6e-7,,,B-,,,,,,,,,,,,,178955018.0,429.0,-41900.0,400.0
^{180}_{69}Tm111,69,111,Tm,,,,,false,3e-7,,,B-,1.0,,,,,,,,,,,,179959023.0,429.0,-38170.0,400.0
^{181}_{69}Tm112,69,112,Tm,,,,,false,1.6e-7,,,B-,,,B-N,,,,,,,,,,180961954.0,537.0,-35440.0,500.0
^{149}_{70}Yb79,70,79,Yb,,,,,false,0.7,0.2,,EC+B+,1.0,,ECP,0.0,,,,,,,,,148964219.0,322.0,-33330.0,300.0
^{150}_{70}Yb80,70,80,Yb,,,,,false,2e-7,,,,,,,,,,,,,,,,149958314.0,322.0,-38830.0,300.0
^{151}_{70}Yb81,70,81,Yb,,,,,false,1.6,0.1,,EC+B+,1.0,,ECP,0.0,,,,,,,,,150955402.453,322.591,-41542.352,300.492
^{152}_{70}Yb82,70,82,Yb,5.0423,0.0146,,,false,3.03,0.06,,EC+B+,1.0,,B+P,,,,,,,,,,151950326.699,160.718,-46270.386,149.708
^{153}_{70}Yb83,70,83,Yb,,,,,false,4.2,0.2,,EC+B+,0.9,,A,0.1,,B+P,0.00008,,,,,,152949372.0,215.0,-47160.0,200.0
^{154}_{70}Yb84,70,84,Yb,5.0875,0.0105,,,false,0.409,0.002,,A,0.9259999999999999,0.012,EC+B+,0.07400000000000001,0.012,,,,,,,,153946395.696,18.551,-49932.093,17.281
^{155}_{70}Yb85,70,85,Yb,5.104,0.011,,,false,1.793,0.02,,A,0.89,0.05,EC+B+,0.11,0.05,,,,-0.91,0.02,-0.5,0.3,154945783.216,17.82,-50502.614,16.6
^{156}_{70}Yb86,70,86,Yb,5.1219,0.0103,,,false,26.1,0.7,,EC+B+,0.9,0.02,A,0.1,0.02,,,,,,,,155942817.096,9.992,-53265.538,9.308
^{157}_{70}Yb87,70,87,Yb,5.1324,0.01,,,false,38.6,1.0,,EC+B+,0.995,,A,0.005,,,,,-0.637,0.008,,,156942651.368,11.706,-53419.912,10.905
^{158}_{70}Yb88,70,88,Yb,5.1498,0.0088,,,false,89.4,7.8,,EC+B+,1.0,,A,0.000021,0.000011999999999999999,,,,,,,,157939871.202,8.559,-56009.62,7.973
^{159}_{70}Yb89,70,89,Yb,5.1629,0.0084,,,false,100.2,5.4,,EC+B+,1.0,,,,,,,,-0.365,0.008,-0.22,0.02,158940060.257,18.874,-55833.517,17.582
^{160}_{70}Yb90,70,90,Yb,5.1781,0.0076,,,false,288.0,12.0,,EC+B+,1.0,,,,,,,,,,,,159937559.21,5.9,-58163.227,5.496
^{161}_{70}Yb91,70,91,Yb,5.1889,0.0072,,,false,252.0,12.0,,EC+B+,1.0,,,,,,,,-0.326,0.008,1.03,0.02,160937912.384,16.211,-57834.248,15.101
^{162}_{70}Yb92,70,92,Yb,5.2054,0.0067,,,false,1132.2,11.4,,EC+B+,1.0,,,,,,,,,,,,161935779.342,16.213,-59821.163,15.103
^{163}_{70}Yb93,70,93,Yb,5.2157,0.0064,,,false,663.0,21.0,,EC+B+,1.0,,,,,,,,-0.373,0.008,1.24,0.02,162936345.406,16.215,-59293.878,15.105
^{164}_{70}Yb94,70,94,Yb,5.2307,0.006,,,false,4548.0,102.0,,EC,1.0,,,,,,,,0.64,0.1,,,163934500.743,16.217,-61012.171,15.106
^{165}_{70}Yb95,70,95,Yb,5.2399,0.0058,,,false,594.0,18.0,,EC+B+,1.0,,,,,,,,0.477,0.008,2.48,0.04,164935270.241,28.49,-60295.388,26.539
^{166}_{70}Yb96,70,96,Yb,5.2525,0.0057,,,false,204120.0,360.0,,EC,1.0,,,,,,,,,,,,165933876.439,7.515,-61593.706,7.001
^{167}_{70}Yb97,70,97,Yb,5.2621,0.0056,,,false,1050.0,12.0,,EC+B+,1.0,,,,,,,,0.621,0.008,2.7,0.04,166934954.069,4.251,-60589.9,3.96
^{168}_{70}Yb98,70,98,Yb,5.2702,0.0056,0.00123,0.00003,true,,,,,,,,,,,,,,,,,167933891.297,0.1,-61579.867,0.093
^{169}_{70}Yb99,70,99,Yb,5.2771,0.0056,,,false,2766355.2,432.0,,EC,1.0,,,,,,,,-0.633,0.008,3.54,0.06,168935184.208,0.191,-60375.527,0.178
^{170}_{70}Yb100,70,100,Yb,5.2853,0.0056,0.029820000000000003,0.00039,true,,,,,,,,,,,,,0.669,0.008,-2.18,0.03,169934767.242,0.011,-60763.929,0.01
^{171}_{70}Yb101,70,101,Yb,5.2906,0.0057,0.14086,0.0014000000000000002,true,,,,,,,,,,,,,0.4923,0.0004,-2.34,0.07,170936331.515,0.013,-59306.818,0.013
^{172}_{70}Yb102,70,102,Yb,5.2995,0.0058,0.21686,0.0013,true,,,,,,,,,,,,,0.64,0.04,-2.22,0.04,171936386.654,0.014,-59255.456,0.014
^{173}_{70}Yb103,70,103,Yb,5.3046,0.0059,0.16103,0.00063,true,,,,,,,,,,,,,-0.678,0.0006,2.8,0.04,172938216.211,0.012,-57551.234,0.011
^{174}_{70}Yb104,70,104,Yb,5.3108,0.006,0.32025,0.0008,true,,,,,,,,,,,,,0.672,0.005,-2.18,0.05,173938867.545,0.011,-56944.521,0.011
^{175}_{70}Yb105,70,105,Yb,5.3135,0.0061,,,false,361584.0,86.4,,B-,1.0,,,,,,,,0.766,0.008,3.52,0.05,174941281.907,0.076,-54695.556,0.071
^{176}_{70}Yb106,70,106,Yb,5.3215,0.0062,0.12994999999999998,0.00083,true,,,,,,,,,,,,,,,,,175942574.706,0.015,-53491.322,0.014
^{177}_{70}Yb107,70,107,Yb,,,,,false,6879.6,10.8,,B-,1.0,,,,,,,,-0.695,0.015,4.03,0.06,176945263.846,0.236,-50986.404,0.22
^{178}_{70}Yb108,70,108,Yb,,,,,false,4440.0,180.0,,B-,1.0,,,,,,,,,,,,177946669.4,7.072,-49677.139,6.588
^{179}_{70}Yb109,70,109,Yb,,,,,false,480.0,24.0,,B-,1.0,,,,,,,,,,,,178949930.0,215.0,-46640.0,200.0
^{180}_{70}Yb110,70,110,Yb,,,,,false,144.0,30.0,,B-,1.0,,,,,,,,,,,,179951991.0,322.0,-44720.0,300.0
^{181}_{70}Yb111,70,111,Yb,,,,,false,1.6e-7,,,B-,,,,,,,,,,,,,180955890.0,320.0,-41088.0,298.0
^{182}_{70}Yb112,70,112,Yb,,,,,false,1.6e-7,,,B-,,,,,,,,,,,,,181958239.0,429.0,-38900.0,400.0
^{183}_{70}Yb113,70,113,Yb,,,,,false,2.22e-7,,,B-,1.0,,,,,,,,,,,,182962426.0,429.0,-35000.0,400.0
^{184}_{70}Yb114,70,114,Yb,,,,,false,1.6e-7,,,B-,,,,,,,,,,,,,183965002.0,540.0,-32600.0,503.0
^{185}_{70}Yb115,70,115,Yb,,,,,false,1.6e-7,,,B-,,,,,,,,,,,,,184969425.0,537.0,-28480.0,500.0
^{149}_{71}Lu78,71,78,Lu,,,,,false,4.5e-7,1.35e-7,,P,1.0,,,,,,,,,,,,,,,
^{150}_{71}Lu79,71,79,Lu,,,,,false,0.045,0.003,,P,0.7090000000000001,0.019,EC+B+,0.29100000000000004,0.019,,,,,,,,149973407.0,322.0,-24771.0,300.0
^{151}_{71}Lu80,71,80,Lu,,,,,false,0.0806,0.002,,P,0.634,0.009000000000000001,EC+B+,0.366,0.009000000000000001,,,,,,,,150967471.0,322.0,-30300.0,300.0
^{152}_{71}Lu81,71,81,Lu,,,,,false,0.7,0.1,,EC+B+,1.0,,B+P,0.15,0.07,,,,,,,,151964120.0,210.0,-33422.0,196.0
^{153}_{71}Lu82,71,82,Lu,,,,,false,0.9,0.2,,A,,,EC+B+,,,,,,,,,,152958802.248,161.05,-38375.462,150.017
^{154}_{71}Lu83,71,83,Lu,,,,,false,,,,,,,,,,,,,,,,,153957416.0,216.0,-39667.0,201.0
^{155}_{71}Lu84,71,84,Lu,,,,,false,0.068,0.002,,A,0.9,0.02,EC+B+,0.1,0.02,,,,,,,,154954326.005,20.66,-42545.056,19.245
^{156}_{71}Lu85,71,85,Lu,,,,,false,0.494,0.012,,A,0.95,,EC+B+,0.05,,,,,,,,,155953086.606,58.102,-43699.55,54.122
^{157}_{71}Lu86,71,86,Lu,,,,,false,6.8,1.8,,A,0.0,,,,,,,,,,,,156950144.807,12.961,-46439.818,12.074
^{158}_{71}Lu87,71,87,Lu,,,,,false,10.6,0.3,,EC+B+,0.9909,0.002,A,0.0091,0.002,,,,,,,,157949315.62,16.236,-47212.2,15.125
^{159}_{71}Lu88,71,88,Lu,,,,,false,12.1,1.0,,EC+B+,1.0,,A,0.001,,,,,,,,,158946635.615,40.433,-49708.609,37.663
^{160}_{71}Lu89,71,89,Lu,,,,,false,36.1,0.3,,EC+B+,1.0,,A,1e-6,,,,,,,,,159946033.0,61.0,-50269.942,56.821
^{161}_{71}Lu90,71,90,Lu,5.2293,0.032,,,false,77.0,2.0,,EC+B+,1.0,,,,,,,,0.222,0.003,,,160943572.0,30.0,-52562.349,27.945
^{162}_{71}Lu91,71,91,Lu,5.2398,0.0317,,,false,82.2,1.2,,EC+B+,1.0,,,,,,,,0.0551,0.0011,0.519,0.008,161943282.776,80.554,-52831.759,75.036
^{163}_{71}Lu92,71,92,Lu,5.2567,0.0312,,,false,238.2,7.8,,EC+B+,1.0,,,,,,,,0.0767,0.001,,,162941179.0,30.0,-54791.415,27.945
^{164}_{71}Lu93,71,93,Lu,5.2677,0.031,,,false,188.4,1.8,,EC+B+,1.0,,,,,,,,0.0589,0.0011,0.608,0.007,163941339.0,30.0,-54642.376,27.945
^{165}_{71}Lu94,71,94,Lu,5.283,0.0307,,,false,644.4,6.0,,EC+B+,1.0,,,,,,,,-0.0244,0.0003,,,164939406.758,28.49,-56442.248,26.539
^{166}_{71}Lu95,71,95,Lu,5.2972,0.0305,,,false,159.0,6.0,,EC+B+,1.0,,,,,,,,2.903,0.012,4.33,0.04,165939859.0,32.0,-56020.987,29.808
^{167}_{71}Lu96,71,96,Lu,5.3108,0.0303,,,false,3090.0,60.0,,EC+B+,1.0,,,,,,,,2.318,0.004,3.28,0.02,166938243.0,40.0,-57526.281,37.26
^{168}_{71}Lu97,71,97,Lu,5.3227,0.0302,,,false,330.0,6.0,,EC+B+,1.0,,,,,,,,3.007,0.025,4.77,0.06,167938729.798,40.766,-57072.832,37.973
^{169}_{71}Lu98,71,98,Lu,5.329,0.0302,,,false,122616.0,180.0,,EC+B+,1.0,,,,,,,,2.288,0.004,3.48,0.03,168937645.845,3.226,-58082.527,3.005
^{170}_{71}Lu99,71,99,Lu,5.3364,0.0302,,,false,173836.8,2592.0,,EC+B+,1.0,,,,,,,,,,,,169938479.23,18.081,-57306.234,16.843
^{171}_{71}Lu100,71,100,Lu,5.3436,0.0302,,,false,712540.8,1987.2,,EC+B+,1.0,,,,,,,,2.286,0.004,3.53,0.03,170937918.591,1.999,-57828.465,1.862
^{172}_{71}Lu101,71,101,Lu,5.3486,0.0302,,,false,578880.0,2592.0,,EC+B+,1.0,,,,,,,,2.891,0.01,3.8,0.04,171939091.32,2.507,-56736.076,2.336
^{173}_{71}Lu102,71,102,Lu,5.3577,0.0303,,,false,43232988.585191,315569.25974592,,EC,1.0,,,,,,,,2.273,0.002,3.53,0.02,172938935.722,1.682,-56881.014,1.567
^{174}_{71}Lu103,71,103,Lu,5.3634,0.0303,,,false,104453424.9759,1577846.2987296,,EC+B+,1.0,,,,,,,,1.982,0.005,0.773,0.007,173940342.84,1.682,-55570.292,1.567
^{175}_{71}Lu104,71,104,Lu,5.37,0.0304,0.9740099999999999,0.00013,true,,,,,,,,,,,,,2.2257,0.0019,3.49,0.02,174940777.211,1.295,-55165.678,1.207
^{176}_{71}Lu105,71,105,Lu,5.3739,0.0304,0.025990000000000003,0.00013,false,1.18654041664466e18,2.20898481822144e16,,B-,1.0,,,,,,,,3.16,0.005,4.92,0.03,175942691.711,1.301,-53382.333,1.212
^{177}_{71}Lu106,71,106,Lu,5.3815,0.0305,,,false,574067.52,77.76,,B-,1.0,,,,,,,,2.2315,0.0014,3.39,0.03,176943763.57,1.31,-52383.903,1.221
^{178}_{71}Lu107,71,107,Lu,5.3857,0.0306,,,false,1704.0,12.0,,B-,1.0,,,,,,,,-1.373,0.009,0.708,0.01,177945960.065,2.416,-50337.881,2.251
^{179}_{71}Lu108,71,108,Lu,5.3917,0.0307,,,false,16524.0,216.0,,B-,1.0,,,,,,,,2.368,0.012,3.32,0.03,178947332.985,5.528,-49059.013,5.15
^{180}_{71}Lu109,71,109,Lu,,,,,false,342.0,6.0,,B-,1.0,,,,,,,,,,,,179949890.744,75.926,-46676.476,70.725
^{181}_{71}Lu110,71,110,Lu,,,,,false,210.0,18.0,,B-,1.0,,,,,,,,,,,,180951908.0,135.0,-44797.414,125.752
^{182}_{71}Lu111,71,111,Lu,,,,,false,120.0,12.0,,B-,1.0,,,,,,,,,,,,181955158.0,215.0,-41770.0,200.0
^{183}_{71}Lu112,71,112,Lu,,,,,false,58.0,4.0,,B-,1.0,,,,,,,,,,,,182957363.0,86.0,-39716.114,80.108
^{184}_{71}Lu113,71,113,Lu,,,,,false,19.0,2.0,,B-,1.0,,,,,,,,,,,,183961030.0,215.0,-36300.0,200.0
^{185}_{71}Lu114,71,114,Lu,,,,,false,1.6e-7,,,B-,,,,,,,,,,,,,184963542.0,322.0,-33960.0,300.0
^{186}_{71}Lu115,71,115,Lu,,,,,false,,,,B-,1.0,,,,,,,,,,,,185967450.0,429.0,-30320.0,400.0
^{187}_{71}Lu116,71,116,Lu,,,,,false,,,,B-,1.0,,B-N,,,,,,,,,,186970188.0,429.0,-27770.0,400.0
^{188}_{71}Lu117,71,117,Lu,,,,,false,,,,B-,1.0,,,,,,,,,,,,187974428.0,429.0,-23820.0,400.0
^{151}_{72}Hf79,72,79,Hf,,,,,false,,,,,,,,,,,,,,,,,,,,
^{153}_{72}Hf81,72,81,Hf,,,,,false,,,,,,,,,,,,,,,,,152970692.0,322.0,-27300.0,300.0
^{154}_{72}Hf82,72,82,Hf,,,,,false,2.0,1.0,,EC+B+,1.0,,A,0.0,,,,,,,,,153964863.0,322.0,-32730.0,300.0
^{155}_{72}Hf83,72,83,Hf,,,,,false,0.843,0.03,,EC+B+,1.0,,,,,,,,,,,,154963167.0,322.0,-34310.0,300.0
^{156}_{72}Hf84,72,84,Hf,,,,,false,0.023,0.001,,A,1.0,,,,,,,,,,,,155959399.083,160.752,-37819.514,149.74
^{157}_{72}Hf85,72,85,Hf,,,,,false,0.115,0.001,,A,0.94,0.04,EC+B+,0.14,0.09,,,,,,,,156958288.0,215.0,-38855.0,200.0
^{158}_{72}Hf86,72,86,Hf,,,,,false,2.85,0.07,,EC+B+,0.557,0.019,A,0.44299999999999995,0.019,,,,,,,,157954801.217,18.78,-42102.399,17.494
^{159}_{72}Hf87,72,87,Hf,,,,,false,5.6,0.4,,EC+B+,0.65,0.07,A,0.35,0.07,,,,,,,,158953995.837,18.049,-42852.606,16.813
^{160}_{72}Hf88,72,88,Hf,,,,,false,13.6,0.2,,EC+B+,0.993,0.002,A,0.006999999999999999,0.002,,,,,,,,159950682.728,10.241,-45938.747,9.54
^{161}_{72}Hf89,72,89,Hf,,,,,false,18.4,0.4,,EC+B+,0.9987,,A,0.0013,,,,,,,,,160950277.927,25.174,-46315.817,23.45
^{162}_{72}Hf90,72,90,Hf,,,,,false,39.4,0.9,,EC+B+,0.99992,0.00001,A,0.00008,0.00001,,,,,,,,161947215.526,9.61,-49168.426,8.952
^{163}_{72}Hf91,72,91,Hf,,,,,false,40.0,0.6,,EC+B+,1.0,,A,1e-6,,,,,,,,,162947107.211,27.582,-49269.32,25.693
^{164}_{72}Hf92,72,92,Hf,,,,,false,111.0,8.0,,EC+B+,1.0,,,,,,,,,,,,163944370.709,16.975,-51818.356,15.812
^{165}_{72}Hf93,72,93,Hf,,,,,false,76.0,4.0,,EC+B+,1.0,,,,,,,,,,,,164944567.0,30.0,-51635.513,27.945
^{166}_{72}Hf94,72,94,Hf,,,,,false,406.2,18.0,,EC+B+,1.0,,,,,,,,,,,,165942180.0,30.0,-53858.989,27.945
^{167}_{72}Hf95,72,95,Hf,,,,,false,123.0,3.0,,EC+B+,1.0,,,,,,,,,,,,166942600.0,30.0,-53467.761,27.945
^{168}_{72}Hf96,72,96,Hf,,,,,false,1557.0,12.0,,EC+B+,1.0,,,,,,,,0.34,0.06,,,167940568.0,30.0,-55360.557,27.945
^{169}_{72}Hf97,72,97,Hf,,,,,false,194.4,2.4,,EC+B+,1.0,,,,,,,,,,,,168941259.0,30.0,-54716.895,27.945
^{170}_{72}Hf98,72,98,Hf,5.2898,0.0055,,,false,57636.0,468.0,,EC,1.0,,,,,,,,0.56,0.1,,,169939609.0,30.0,-56253.86,27.945
^{171}_{72}Hf99,72,99,Hf,5.3041,0.0049,,,false,43560.0,1440.0,,EC+B+,1.0,,,,,,,,-0.674,0.012,3.46,0.03,170940492.0,31.0,-55431.351,28.876
^{172}_{72}Hf100,72,100,Hf,5.3065,0.0043,,,false,59011451.572487,946707.77923776,,EC,1.0,,,,,,,,5.6,0.6,,,171939449.716,26.224,-56402.232,24.428
^{173}_{72}Hf101,72,101,Hf,5.314,0.0038,,,false,84960.0,360.0,,EC+B+,1.0,,,,,,,,0.502,0.007,,,172940513.0,30.0,-55411.79,27.945
^{174}_{72}Hf102,72,102,Hf,5.3201,0.0035,0.0016,0.0012,false,6.3113851949184e22,1.26227703898368e22,,A,1.0,,,,,,,,5.4,0.05,,,173940048.377,2.425,-55844.583,2.259
^{175}_{72}Hf103,72,103,Hf,5.3191,0.0036,,,false,6048000.0,172800.0,,EC,1.0,,,,,,,,-0.677,0.009,2.72,0.02,174941511.424,2.45,-54481.763,2.283
^{176}_{72}Hf104,72,104,Hf,5.3286,0.0032,0.0526,0.006999999999999999,true,,,,,,,,,,,,,1.34,0.15,-2.1,0.02,175941409.797,1.591,-54576.428,1.482
^{177}_{72}Hf105,72,105,Hf,5.3309,0.0031,0.18600000000000003,0.0016,true,,,,,,,,,,,,,0.791,0.0009,3.37,0.03,176943230.187,1.514,-52880.745,1.41
^{178}_{72}Hf106,72,106,Hf,5.3371,0.0031,0.2728,0.0028000000000000004,true,,,,,,,,,,,,,3.09,0.01,-2.02,0.02,177943708.322,1.519,-52435.366,1.415
^{179}_{72}Hf107,72,107,Hf,5.3408,0.0031,0.1362,0.0011,true,,,,,,,,,,,,,-0.6389,0.0014,3.79,0.03,178945825.705,1.52,-50463.036,1.416
^{180}_{72}Hf108,72,108,Hf,5.347,0.0032,0.3508,0.0033,true,,,,,,,,,,,,,8.7,1.0,-2.0,0.02,179946559.537,1.525,-49779.476,1.421
^{181}_{72}Hf109,72,109,Hf,,,,,false,3662496.0,5184.0,,B-,1.0,,,,,,,,,,,,180949110.834,1.527,-47402.958,1.423
^{182}_{72}Hf110,72,110,Hf,5.3516,0.0036,,,false,280856641173868.8,2840123337713.28,,B-,1.0,,,,,,,,,,,,181950563.684,6.619,-46049.636,6.166
^{183}_{72}Hf111,72,111,Hf,,,,,false,3664.8,7.2,,IT,1.0,,B-,1.0,,,,,,,,,182953533.203,32.251,-43283.547,30.042
^{184}_{72}Hf112,72,112,Hf,,,,,false,14832.0,180.0,,B-,1.0,,,,,,,,,,,,183955448.507,42.625,-41499.453,39.706
^{185}_{72}Hf113,72,113,Hf,,,,,false,210.0,36.0,,B-,1.0,,,,,,,,,,,,184958862.0,69.0,-38319.804,64.273
